Wavenumbers,Water,Wavenumbers,Potato (raw tuber),Wavenumbers,"Potato (raw tuber, fingerprint region)",Wavenumbers,Water (fingerprint region),Wavenumbers,"Coffee (Arabica extract, freeze-dried, DRIFT sampling, fingerprint region)",Wavenumbers,"Coffee (Robusta extract, freeze-dried, DRIFT sampling, fingerprint region)",Wavenumbers,Red Wine (Australian Cabernet Sauvignon),Wavenumbers,Ethanol,Wavenumbers,"Amylose (type III, from potato)",Wavenumbers,Amylopectin (from potato),Wavenumbers,"Amylose (type III, from potato, fingerprint region)",Wavenumbers,"Amylopectin (from potato, fingerprint region)",Wavenumbers,Ham,Wavenumbers,"Olive oil (extra virgin, Greek)",Wavenumbers,"Olive oil (extra virgin, Greek)",Wavenumbers,"Olive oil (extra virgin, Greek)",Wavenumbers,"Chicken, fresh raw minced",Wavenumbers,"Pork, fresh raw minced",Wavenumbers,"Turkey, fresh raw minced",Wavenumbers,Grapeseed Oil,Wavenumbers,Grapeseed Oil,Wavenumbers,Groundnut oil,Wavenumbers,Groundnut oil,Wavenumbers,Walnut oil,Wavenumbers,Walnut oil,Wavenumbers,Rice bran oil,Wavenumbers,Rice bran oil,Wavenumbers,Corn oil,Wavenumbers,Corn oil,Wavenumbers,Extra Virgin Avocado Oil,Wavenumbers,Extra Virgin Avocado Oil,Wavenumbers,Rapeseed oil,Wavenumbers,Rapeseed oil,Wavenumbers,Sunflower Oil,Wavenumbers,Sunflower Oil,Wavenumbers,Toasted sesame oil,Wavenumbers,Toasted sesame oil,Wavenumbers,Hemp oil,Wavenumbers,Hemp oil,Wavenumbers,Hazelnut oil,Wavenumbers,Hazelnut oil,Wavenumbers,Soya oil,Wavenumbers,Soya oil,Wavenumbers,Sweet almond oil,Wavenumbers,Sweet almond oil,Wavenumbers,Coconut oil,Wavenumbers,Coconut oil,Wavenumbers,Lard,Wavenumbers,Lard,Wavenumbers,Vegetable fat,Wavenumbers,Vegetable fat,Wavenumbers,Caffeine (powder),Wavenumbers,Coffee - Ground roast robusta beans,Wavenumbers,Coffee - Ground roast blend - Decaffeinated
1045.728000,0.051273,1045.728000,0.466315,1045.728000,0.466315,1045.728000,0.051273,,,,,,,,,1045.728000,0.435490,1045.728000,0.529386,1045.728000,0.435490,1045.728000,0.529386,1246.292000,0.090511,,,1045.728000,0.043228,1045.728000,0.043228,,,,,,,1045.72800000,0.05208148,1045.72800000,0.05208148,1045.72800000,0.04530210,1045.72800000,0.04530210,1045.728000,0.053085,1045.728000,0.053085,1045.728000,0.048874,1045.728000,0.048874,1045.728000,0.048584,1045.728000,0.048584,1045.728000,0.044880,1045.728000,0.044880,1045.728000,0.045355,1045.728000,0.045355,1045.728000,0.048917,1045.728000,0.048917,1045.728000,0.051504,1045.728000,0.051504,1045.728000,0.052942,1045.728000,0.052942,1045.728000,0.042674,1045.728000,0.042674,1045.728000,0.049022,1045.728000,0.049022,1045.728000,0.045969,1045.728000,0.045969,1045.72800,0.06470,1045.72800,0.06470,1045.728000,0.042724,1045.728000,0.042724,1045.728000,0.047910,1045.728000,0.047910,,,1236.168000,0.172428,1236.168000,0.181475
1046.210000,0.051234,1046.210000,0.462953,1046.210000,0.462953,1046.210000,0.051234,,,,,,,,,1046.210000,0.431746,1046.210000,0.524053,1046.210000,0.431746,1046.210000,0.524053,1246.774000,0.090297,,,1046.210000,0.043434,1046.210000,0.043434,,,,,,,1046.21000000,0.05231505,1046.21000000,0.05231505,1046.21000000,0.04548095,1046.21000000,0.04548095,1046.210000,0.053324,1046.210000,0.053324,1046.210000,0.049017,1046.210000,0.049017,1046.210000,0.048805,1046.210000,0.048805,1046.210000,0.045042,1046.210000,0.045042,1046.210000,0.045478,1046.210000,0.045478,1046.210000,0.049131,1046.210000,0.049131,1046.210000,0.051511,1046.210000,0.051511,1046.210000,0.053157,1046.210000,0.053157,1046.210000,0.042868,1046.210000,0.042868,1046.210000,0.049244,1046.210000,0.049244,1046.210000,0.046169,1046.210000,0.046169,1046.21000,0.06537,1046.21000,0.06537,1046.210000,0.042785,1046.210000,0.042785,1046.210000,0.048298,1046.210000,0.048298,,,1236.650000,0.172716,1236.650000,0.181925
1046.693000,0.051182,1046.693000,0.459436,1046.693000,0.459436,1046.693000,0.051182,,,,,,,,,1046.693000,0.427972,1046.693000,0.518711,1046.693000,0.427972,1046.693000,0.518711,1247.256000,0.090077,,,1046.693000,0.043674,1046.693000,0.043674,,,,,,,1046.69300000,0.05257212,1046.69300000,0.05257212,1046.69300000,0.04569104,1046.69300000,0.04569104,1046.693000,0.053593,1046.693000,0.053593,1046.693000,0.049199,1046.693000,0.049199,1046.693000,0.049046,1046.693000,0.049046,1046.693000,0.045244,1046.693000,0.045244,1046.693000,0.045634,1046.693000,0.045634,1046.693000,0.049365,1046.693000,0.049365,1046.693000,0.051555,1046.693000,0.051555,1046.693000,0.053402,1046.693000,0.053402,1046.693000,0.043098,1046.693000,0.043098,1046.693000,0.049489,1046.693000,0.049489,1046.693000,0.046405,1046.693000,0.046405,1046.69300,0.06607,1046.69300,0.06607,1046.693000,0.042953,1046.693000,0.042953,1046.693000,0.048761,1046.693000,0.048761,,,1237.132000,0.172924,1237.132000,0.182329
1047.175000,0.051121,1047.175000,0.455739,1047.175000,0.455739,1047.175000,0.051121,,,,,,,,,1047.175000,0.424162,1047.175000,0.513363,1047.175000,0.424162,1047.175000,0.513363,1247.739000,0.089852,,,1047.175000,0.043937,1047.175000,0.043937,,,,,,,1047.17500000,0.05284644,1047.17500000,0.05284644,1047.17500000,0.04592883,1047.17500000,0.04592883,1047.175000,0.053885,1047.175000,0.053885,1047.175000,0.049420,1047.175000,0.049420,1047.175000,0.049300,1047.175000,0.049300,1047.175000,0.045488,1047.175000,0.045488,1047.175000,0.045829,1047.175000,0.045829,1047.175000,0.049616,1047.175000,0.049616,1047.175000,0.051638,1047.175000,0.051638,1047.175000,0.053675,1047.175000,0.053675,1047.175000,0.043357,1047.175000,0.043357,1047.175000,0.049749,1047.175000,0.049749,1047.175000,0.046676,1047.175000,0.046676,1047.17500,0.06678,1047.17500,0.06678,1047.175000,0.043244,1047.175000,0.043244,1047.175000,0.049300,1047.175000,0.049300,,,1237.614000,0.173053,1237.614000,0.182680
1047.657000,0.051050,1047.657000,0.451867,1047.657000,0.451867,1047.657000,0.051050,,,,,,,,,1047.657000,0.420329,1047.657000,0.508031,1047.657000,0.420329,1047.657000,0.508031,1248.221000,0.089620,,,1047.657000,0.044214,1047.657000,0.044214,,,,,,,1047.65700000,0.05313356,1047.65700000,0.05313356,1047.65700000,0.04619147,1047.65700000,0.04619147,1047.657000,0.054197,1047.657000,0.054197,1047.657000,0.049676,1047.657000,0.049676,1047.657000,0.049560,1047.657000,0.049560,1047.657000,0.045772,1047.657000,0.045772,1047.657000,0.046069,1047.657000,0.046069,1047.657000,0.049882,1047.657000,0.049882,1047.657000,0.051765,1047.657000,0.051765,1047.657000,0.053972,1047.657000,0.053972,1047.657000,0.043641,1047.657000,0.043641,1047.657000,0.050021,1047.657000,0.050021,1047.657000,0.046981,1047.657000,0.046981,1047.65700,0.06748,1047.65700,0.06748,1047.657000,0.043663,1047.657000,0.043663,1047.657000,0.049911,1047.657000,0.049911,,,1238.096000,0.173110,1238.096000,0.182973
1048.139000,0.050976,1048.139000,0.447847,1048.139000,0.447847,1048.139000,0.050976,,,,,,,,,1048.139000,0.416496,1048.139000,0.502746,1048.139000,0.416496,1048.139000,0.502746,1248.703000,0.089383,,,1048.139000,0.044506,1048.139000,0.044506,,,,,,,1048.13900000,0.05343181,1048.13900000,0.05343181,1048.13900000,0.04647769,1048.13900000,0.04647769,1048.139000,0.054525,1048.139000,0.054525,1048.139000,0.049966,1048.139000,0.049966,1048.139000,0.049827,1048.139000,0.049827,1048.139000,0.046097,1048.139000,0.046097,1048.139000,0.046357,1048.139000,0.046357,1048.139000,0.050163,1048.139000,0.050163,1048.139000,0.051934,1048.139000,0.051934,1048.139000,0.054289,1048.139000,0.054289,1048.139000,0.043945,1048.139000,0.043945,1048.139000,0.050305,1048.139000,0.050305,1048.139000,0.047314,1048.139000,0.047314,1048.13900,0.06813,1048.13900,0.06813,1048.139000,0.044200,1048.139000,0.044200,1048.139000,0.050590,1048.139000,0.050590,,,1238.578000,0.173113,1238.578000,0.183202
1048.621000,0.050904,1048.621000,0.443721,1048.621000,0.443721,1048.621000,0.050904,,,,,,,,,1048.621000,0.412690,1048.621000,0.497536,1048.621000,0.412690,1048.621000,0.497536,1249.185000,0.089141,,,1048.621000,0.044817,1048.621000,0.044817,,,,,,,1048.62100000,0.05374129,1048.62100000,0.05374129,1048.62100000,0.04678756,1048.62100000,0.04678756,1048.621000,0.054866,1048.621000,0.054866,1048.621000,0.050286,1048.621000,0.050286,1048.621000,0.050105,1048.621000,0.050105,1048.621000,0.046458,1048.621000,0.046458,1048.621000,0.046695,1048.621000,0.046695,1048.621000,0.050463,1048.621000,0.050463,1048.621000,0.052146,1048.621000,0.052146,1048.621000,0.054625,1048.621000,0.054625,1048.621000,0.044268,1048.621000,0.044268,1048.621000,0.050606,1048.621000,0.050606,1048.621000,0.047669,1048.621000,0.047669,1048.62100,0.06872,1048.62100,0.06872,1048.621000,0.044835,1048.621000,0.044835,1048.621000,0.051330,1048.621000,0.051330,,,1239.060000,0.173076,1239.060000,0.183361
1049.103000,0.050839,1049.103000,0.439531,1049.103000,0.439531,1049.103000,0.050839,,,,,,,,,1049.103000,0.408927,1049.103000,0.492412,1049.103000,0.408927,1049.103000,0.492412,1249.667000,0.088898,,,1049.103000,0.045157,1049.103000,0.045157,,,,,,,1049.10300000,0.05406296,1049.10300000,0.05406296,1049.10300000,0.04712166,1049.10300000,0.04712166,1049.103000,0.055220,1049.103000,0.055220,1049.103000,0.050632,1049.103000,0.050632,1049.103000,0.050403,1049.103000,0.050403,1049.103000,0.046846,1049.103000,0.046846,1049.103000,0.047078,1049.103000,0.047078,1049.103000,0.050785,1049.103000,0.050785,1049.103000,0.052394,1049.103000,0.052394,1049.103000,0.054980,1049.103000,0.054980,1049.103000,0.044610,1049.103000,0.044610,1049.103000,0.050930,1049.103000,0.050930,1049.103000,0.048040,1049.103000,0.048040,1049.10300,0.06921,1049.10300,0.06921,1049.103000,0.045545,1049.103000,0.045545,1049.103000,0.052120,1049.103000,0.052120,,,1239.542000,0.173016,1239.542000,0.183443
1049.585000,0.050788,1049.585000,0.435305,1049.585000,0.435305,1049.585000,0.050788,,,,,,,,,1049.585000,0.405215,1049.585000,0.487366,1049.585000,0.405215,1049.585000,0.487366,1250.149000,0.088656,,,1049.585000,0.045533,1049.585000,0.045533,,,,,,,1049.58500000,0.05439666,1049.58500000,0.05439666,1049.58500000,0.04748015,1049.58500000,0.04748015,1049.585000,0.055584,1049.585000,0.055584,1049.585000,0.051001,1049.585000,0.051001,1049.585000,0.050726,1049.585000,0.050726,1049.585000,0.047252,1049.585000,0.047252,1049.585000,0.047502,1049.585000,0.047502,1049.585000,0.051132,1049.585000,0.051132,1049.585000,0.052675,1049.585000,0.052675,1049.585000,0.055352,1049.585000,0.055352,1049.585000,0.044973,1049.585000,0.044973,1049.585000,0.051280,1049.585000,0.051280,1049.585000,0.048421,1049.585000,0.048421,1049.58500,0.06961,1049.58500,0.06961,1049.585000,0.046302,1049.585000,0.046302,1049.585000,0.052944,1049.585000,0.052944,,,1240.025000,0.172938,1240.025000,0.183451
1050.068000,0.050751,1050.068000,0.431048,1050.068000,0.431048,1050.068000,0.050751,,,,,,,,,1050.068000,0.401550,1050.068000,0.482369,1050.068000,0.401550,1050.068000,0.482369,1250.631000,0.088420,,,1050.068000,0.045947,1050.068000,0.045947,,,,,,,1050.06800000,0.05474058,1050.06800000,0.05474058,1050.06800000,0.04786203,1050.06800000,0.04786203,1050.068000,0.055955,1050.068000,0.055955,1050.068000,0.051387,1050.068000,0.051387,1050.068000,0.051077,1050.068000,0.051077,1050.068000,0.047669,1050.068000,0.047669,1050.068000,0.047956,1050.068000,0.047956,1050.068000,0.051501,1050.068000,0.051501,1050.068000,0.052980,1050.068000,0.052980,1050.068000,0.055743,1050.068000,0.055743,1050.068000,0.045358,1050.068000,0.045358,1050.068000,0.051661,1050.068000,0.051661,1050.068000,0.048809,1050.068000,0.048809,1050.06800,0.06991,1050.06800,0.06991,1050.068000,0.047078,1050.068000,0.047078,1050.068000,0.053784,1050.068000,0.053784,,,1240.507000,0.172843,1240.507000,0.183393
1050.550000,0.050727,1050.550000,0.426744,1050.550000,0.426744,1050.550000,0.050727,,,,,,,,,1050.550000,0.397927,1050.550000,0.477395,1050.550000,0.397927,1050.550000,0.477395,1251.114000,0.088193,,,1050.550000,0.046398,1050.550000,0.046398,,,,,,,1050.55000000,0.05509086,1050.55000000,0.05509086,1050.55000000,0.04826586,1050.55000000,0.04826586,1050.550000,0.056330,1050.550000,0.056330,1050.550000,0.051782,1050.550000,0.051782,1050.550000,0.051453,1050.550000,0.051453,1050.550000,0.048089,1050.550000,0.048089,1050.550000,0.048432,1050.550000,0.048432,1050.550000,0.051888,1050.550000,0.051888,1050.550000,0.053306,1050.550000,0.053306,1050.550000,0.056156,1050.550000,0.056156,1050.550000,0.045768,1050.550000,0.045768,1050.550000,0.052073,1050.550000,0.052073,1050.550000,0.049203,1050.550000,0.049203,1050.55000,0.07012,1050.55000,0.07012,1050.550000,0.047852,1050.550000,0.047852,1050.550000,0.054618,1050.550000,0.054618,,,1240.989000,0.172725,1240.989000,0.183288
1051.032000,0.050710,1051.032000,0.422371,1051.032000,0.422371,1051.032000,0.050710,,,,,,,,,1051.032000,0.394350,1051.032000,0.472427,1051.032000,0.394350,1051.032000,0.472427,1251.596000,0.087979,,,1051.032000,0.046876,1051.032000,0.046876,,,,,,,1051.03200000,0.05544331,1051.03200000,0.05544331,1051.03200000,0.04868979,1051.03200000,0.04868979,1051.032000,0.056710,1051.032000,0.056710,1051.032000,0.052181,1051.032000,0.052181,1051.032000,0.051850,1051.032000,0.051850,1051.032000,0.048512,1051.032000,0.048512,1051.032000,0.048919,1051.032000,0.048919,1051.032000,0.052286,1051.032000,0.052286,1051.032000,0.053649,1051.032000,0.053649,1051.032000,0.056591,1051.032000,0.056591,1051.032000,0.046205,1051.032000,0.046205,1051.032000,0.052511,1051.032000,0.052511,1051.032000,0.049608,1051.032000,0.049608,1051.03200,0.07029,1051.03200,0.07029,1051.032000,0.048605,1051.032000,0.048605,1051.032000,0.055426,1051.032000,0.055426,,,1241.471000,0.172574,1241.471000,0.183160
1051.514000,0.050692,1051.514000,0.417900,1051.514000,0.417900,1051.514000,0.050692,,,,,,,,,1051.514000,0.390829,1051.514000,0.467463,1051.514000,0.390829,1051.514000,0.467463,1252.078000,0.087778,,,1051.514000,0.047370,1051.514000,0.047370,,,,,,,1051.51400000,0.05579409,1051.51400000,0.05579409,1051.51400000,0.04913250,1051.51400000,0.04913250,1051.514000,0.057096,1051.514000,0.057096,1051.514000,0.052578,1051.514000,0.052578,1051.514000,0.052257,1051.514000,0.052257,1051.514000,0.048938,1051.514000,0.048938,1051.514000,0.049411,1051.514000,0.049411,1051.514000,0.052691,1051.514000,0.052691,1051.514000,0.054008,1051.514000,0.054008,1051.514000,0.057050,1051.514000,0.057050,1051.514000,0.046669,1051.514000,0.046669,1051.514000,0.052970,1051.514000,0.052970,1051.514000,0.050026,1051.514000,0.050026,1051.51400,0.07044,1051.51400,0.07044,1051.514000,0.049327,1051.514000,0.049327,1051.514000,0.056185,1051.514000,0.056185,,,1241.953000,0.172383,1241.953000,0.183033
1051.996000,0.050667,1051.996000,0.413315,1051.996000,0.413315,1051.996000,0.050667,,,,,,,,,1051.996000,0.387372,1051.996000,0.462516,1051.996000,0.387372,1051.996000,0.462516,1252.560000,0.087590,,,1051.996000,0.047871,1051.996000,0.047871,,,,,,,1051.99600000,0.05614088,1051.99600000,0.05614088,1051.99600000,0.04959274,1051.99600000,0.04959274,1051.996000,0.057489,1051.996000,0.057489,1051.996000,0.052970,1051.996000,0.052970,1051.996000,0.052669,1051.996000,0.052669,1051.996000,0.049372,1051.996000,0.049372,1051.996000,0.049908,1051.996000,0.049908,1051.996000,0.053100,1051.996000,0.053100,1051.996000,0.054382,1051.996000,0.054382,1051.996000,0.057530,1051.996000,0.057530,1051.996000,0.047159,1051.996000,0.047159,1051.996000,0.053444,1051.996000,0.053444,1051.996000,0.050461,1051.996000,0.050461,1051.99600,0.07062,1051.99600,0.07062,1051.996000,0.050015,1051.996000,0.050015,1051.996000,0.056881,1051.996000,0.056881,,,1242.435000,0.172146,1242.435000,0.182925
1052.478000,0.050631,1052.478000,0.408605,1052.478000,0.408605,1052.478000,0.050631,,,,,,,,,1052.478000,0.383981,1052.478000,0.457597,1052.478000,0.383981,1052.478000,0.457597,1253.042000,0.087413,,,1052.478000,0.048370,1052.478000,0.048370,,,,,,,1052.47800000,0.05648347,1052.47800000,0.05648347,1052.47800000,0.05006868,1052.47800000,0.05006868,1052.478000,0.057890,1052.478000,0.057890,1052.478000,0.053356,1052.478000,0.053356,1052.478000,0.053078,1052.478000,0.053078,1052.478000,0.049815,1052.478000,0.049815,1052.478000,0.050409,1052.478000,0.050409,1052.478000,0.053511,1052.478000,0.053511,1052.478000,0.054770,1052.478000,0.054770,1052.478000,0.058030,1052.478000,0.058030,1052.478000,0.047672,1052.478000,0.047672,1052.478000,0.053924,1052.478000,0.053924,1052.478000,0.050915,1052.478000,0.050915,1052.47800,0.07086,1052.47800,0.07086,1052.478000,0.050672,1052.478000,0.050672,1052.478000,0.057503,1052.478000,0.057503,,,1242.917000,0.171864,1242.917000,0.182839
1052.960000,0.050586,1052.960000,0.403777,1052.960000,0.403777,1052.960000,0.050586,,,,,,,,,1052.960000,0.380639,1052.960000,0.452705,1052.960000,0.380639,1052.960000,0.452705,1253.524000,0.087243,,,1052.960000,0.048863,1052.960000,0.048863,,,,,,,1052.96000000,0.05682281,1052.96000000,0.05682281,1052.96000000,0.05055698,1052.96000000,0.05055698,1052.960000,0.058300,1052.960000,0.058300,1052.960000,0.053736,1052.960000,0.053736,1052.960000,0.053481,1052.960000,0.053481,1052.960000,0.050268,1052.960000,0.050268,1052.960000,0.050919,1052.960000,0.050919,1052.960000,0.053926,1052.960000,0.053926,1052.960000,0.055169,1052.960000,0.055169,1052.960000,0.058544,1052.960000,0.058544,1052.960000,0.048200,1052.960000,0.048200,1052.960000,0.054403,1052.960000,0.054403,1052.960000,0.051386,1052.960000,0.051386,1052.96000,0.07121,1052.96000,0.07121,1052.960000,0.051307,1052.960000,0.051307,1052.960000,0.058050,1052.960000,0.058050,,,1243.399000,0.171546,1243.399000,0.182772
1053.442000,0.050534,1053.442000,0.398845,1053.442000,0.398845,1053.442000,0.050534,,,,,,,,,1053.442000,0.377306,1053.442000,0.447829,1053.442000,0.377306,1053.442000,0.447829,1254.006000,0.087078,,,1053.442000,0.049350,1053.442000,0.049350,,,,,,,1053.44200000,0.05716046,1053.44200000,0.05716046,1053.44200000,0.05105202,1053.44200000,0.05105202,1053.442000,0.058713,1053.442000,0.058713,1053.442000,0.054112,1053.442000,0.054112,1053.442000,0.053874,1053.442000,0.053874,1053.442000,0.050729,1053.442000,0.050729,1053.442000,0.051439,1053.442000,0.051439,1053.442000,0.054342,1053.442000,0.054342,1053.442000,0.055574,1053.442000,0.055574,1053.442000,0.059064,1053.442000,0.059064,1053.442000,0.048733,1053.442000,0.048733,1053.442000,0.054876,1053.442000,0.054876,1053.442000,0.051869,1053.442000,0.051869,1053.44200,0.07165,1053.44200,0.07165,1053.442000,0.051931,1053.442000,0.051931,1053.442000,0.058528,1053.442000,0.058528,,,1243.882000,0.171207,1243.882000,0.182712
1053.924000,0.050481,1053.924000,0.393831,1053.924000,0.393831,1053.924000,0.050481,,,,,,,,,1053.924000,0.373934,1053.924000,0.442944,1053.924000,0.373934,1053.924000,0.442944,1254.488000,0.086912,,,1053.924000,0.049831,1053.924000,0.049831,,,,,,,1053.92400000,0.05749677,1053.92400000,0.05749677,1053.92400000,0.05154594,1053.92400000,0.05154594,1053.924000,0.059126,1053.924000,0.059126,1053.924000,0.054485,1053.924000,0.054485,1053.924000,0.054256,1053.924000,0.054256,1053.924000,0.051192,1053.924000,0.051192,1053.924000,0.051967,1053.924000,0.051967,1053.924000,0.054754,1053.924000,0.054754,1053.924000,0.055978,1053.924000,0.055978,1053.924000,0.059582,1053.924000,0.059582,1053.924000,0.049261,1053.924000,0.049261,1053.924000,0.055338,1053.924000,0.055338,1053.924000,0.052356,1053.924000,0.052356,1053.92400,0.07220,1053.92400,0.07220,1053.924000,0.052557,1053.924000,0.052557,1053.924000,0.058947,1053.924000,0.058947,,,1244.364000,0.170864,1244.364000,0.182648
1054.407000,0.050431,1054.407000,0.388766,1054.407000,0.388766,1054.407000,0.050431,,,,,,,,,1054.407000,0.370473,1054.407000,0.438034,1054.407000,0.370473,1054.407000,0.438034,1254.970000,0.086742,,,1054.407000,0.050308,1054.407000,0.050308,,,,,,,1054.40700000,0.05783093,1054.40700000,0.05783093,1054.40700000,0.05203071,1054.40700000,0.05203071,1054.407000,0.059534,1054.407000,0.059534,1054.407000,0.054854,1054.407000,0.054854,1054.407000,0.054625,1054.407000,0.054625,1054.407000,0.051652,1054.407000,0.051652,1054.407000,0.052499,1054.407000,0.052499,1054.407000,0.055156,1054.407000,0.055156,1054.407000,0.056376,1054.407000,0.056376,1054.407000,0.060091,1054.407000,0.060091,1054.407000,0.049775,1054.407000,0.049775,1054.407000,0.055788,1054.407000,0.055788,1054.407000,0.052839,1054.407000,0.052839,1054.40700,0.07283,1054.40700,0.07283,1054.407000,0.053195,1054.407000,0.053195,1054.407000,0.059322,1054.407000,0.059322,,,1244.846000,0.170534,1244.846000,0.182573
1054.889000,0.050386,1054.889000,0.383680,1054.889000,0.383680,1054.889000,0.050386,,,,,,,,,1054.889000,0.366890,1054.889000,0.433094,1054.889000,0.366890,1054.889000,0.433094,1255.453000,0.086564,,,1054.889000,0.050783,1054.889000,0.050783,,,,,,,1054.88900000,0.05816068,1054.88900000,0.05816068,1054.88900000,0.05249995,1054.88900000,0.05249995,1054.889000,0.059934,1054.889000,0.059934,1054.889000,0.055219,1054.889000,0.055219,1054.889000,0.054979,1054.889000,0.054979,1054.889000,0.052108,1054.889000,0.052108,1054.889000,0.053029,1054.889000,0.053029,1054.889000,0.055541,1054.889000,0.055541,1054.889000,0.056763,1054.889000,0.056763,1054.889000,0.060583,1054.889000,0.060583,1054.889000,0.050266,1054.889000,0.050266,1054.889000,0.056228,1054.889000,0.056228,1054.889000,0.053312,1054.889000,0.053312,1054.88900,0.07353,1054.88900,0.07353,1054.889000,0.053856,1054.889000,0.053856,1054.889000,0.059670,1054.889000,0.059670,,,1245.328000,0.170228,1245.328000,0.182483
1055.371000,0.050344,1055.371000,0.378607,1055.371000,0.378607,1055.371000,0.050344,,,,,,,,,1055.371000,0.363172,1055.371000,0.428136,1055.371000,0.363172,1055.371000,0.428136,1255.935000,0.086377,,,1055.371000,0.051256,1055.371000,0.051256,,,,,,,1055.37100000,0.05848284,1055.37100000,0.05848284,1055.37100000,0.05294978,1055.37100000,0.05294978,1055.371000,0.060328,1055.371000,0.060328,1055.371000,0.055576,1055.371000,0.055576,1055.371000,0.055319,1055.371000,0.055319,1055.371000,0.052561,1055.371000,0.052561,1055.371000,0.053550,1055.371000,0.053550,1055.371000,0.055904,1055.371000,0.055904,1055.371000,0.057139,1055.371000,0.057139,1055.371000,0.061055,1055.371000,0.061055,1055.371000,0.050735,1055.371000,0.050735,1055.371000,0.056661,1055.371000,0.056661,1055.371000,0.053768,1055.371000,0.053768,1055.37100,0.07426,1055.37100,0.07426,1055.371000,0.054544,1055.371000,0.054544,1055.371000,0.060008,1055.371000,0.060008,,,1245.810000,0.169950,1245.810000,0.182373
1055.853000,0.050301,1055.853000,0.373573,1055.853000,0.373573,1055.853000,0.050301,,,,,,,,,1055.853000,0.359325,1055.853000,0.423180,1055.853000,0.359325,1055.853000,0.423180,1256.417000,0.086178,,,1055.853000,0.051726,1055.853000,0.051726,,,,,,,1055.85300000,0.05879377,1055.85300000,0.05879377,1055.85300000,0.05337954,1055.85300000,0.05337954,1055.853000,0.060720,1055.853000,0.060720,1055.853000,0.055926,1055.853000,0.055926,1055.853000,0.055648,1055.853000,0.055648,1055.853000,0.053012,1055.853000,0.053012,1055.853000,0.054056,1055.853000,0.054056,1055.853000,0.056241,1055.853000,0.056241,1055.853000,0.057503,1055.853000,0.057503,1055.853000,0.061505,1055.853000,0.061505,1055.853000,0.051183,1055.853000,0.051183,1055.853000,0.057088,1055.853000,0.057088,1055.853000,0.054204,1055.853000,0.054204,1055.85300,0.07501,1055.85300,0.07501,1055.853000,0.055263,1055.853000,0.055263,1055.853000,0.060351,1055.853000,0.060351,,,1246.292000,0.169695,1246.292000,0.182238
1056.335000,0.050254,1056.335000,0.368598,1056.335000,0.368598,1056.335000,0.050254,,,,,,,,,1056.335000,0.355364,1056.335000,0.418248,1056.335000,0.355364,1056.335000,0.418248,1256.899000,0.085969,,,1056.335000,0.052193,1056.335000,0.052193,,,,,,,1056.33500000,0.05909001,1056.33500000,0.05909001,1056.33500000,0.05379094,1056.33500000,0.05379094,1056.335000,0.061111,1056.335000,0.061111,1056.335000,0.056265,1056.335000,0.056265,1056.335000,0.055971,1056.335000,0.055971,1056.335000,0.053465,1056.335000,0.053465,1056.335000,0.054545,1056.335000,0.054545,1056.335000,0.056554,1056.335000,0.056554,1056.335000,0.057858,1056.335000,0.057858,1056.335000,0.061936,1056.335000,0.061936,1056.335000,0.051616,1056.335000,0.051616,1056.335000,0.057511,1056.335000,0.057511,1056.335000,0.054617,1056.335000,0.054617,1056.33500,0.07576,1056.33500,0.07576,1056.335000,0.056015,1056.335000,0.056015,1056.335000,0.060710,1056.335000,0.060710,,,1246.774000,0.169454,1246.774000,0.182066
1056.817000,0.050199,1056.817000,0.363693,1056.817000,0.363693,1056.817000,0.050199,,,,,,,,,1056.817000,0.351302,1056.817000,0.413349,1056.817000,0.351302,1056.817000,0.413349,1257.381000,0.085750,,,1056.817000,0.052654,1056.817000,0.052654,,,,,,,1056.81700000,0.05936871,1056.81700000,0.05936871,1056.81700000,0.05418576,1056.81700000,0.05418576,1056.817000,0.061502,1056.817000,0.061502,1056.817000,0.056592,1056.817000,0.056592,1056.817000,0.056296,1056.817000,0.056296,1056.817000,0.053920,1056.817000,0.053920,1056.817000,0.055017,1056.817000,0.055017,1056.817000,0.056848,1056.817000,0.056848,1056.817000,0.058203,1056.817000,0.058203,1056.817000,0.062349,1056.817000,0.062349,1056.817000,0.052039,1056.817000,0.052039,1056.817000,0.057927,1056.817000,0.057927,1056.817000,0.055007,1056.817000,0.055007,1056.81700,0.07650,1056.81700,0.07650,1056.817000,0.056798,1056.817000,0.056798,1056.817000,0.061094,1056.817000,0.061094,,,1247.256000,0.169220,1247.256000,0.181843
